Immagine,R2 URL,Prodotto ID,Prodotto Nome,SKU,Match Type,Confidence
"CONNETTORE SCHEDA 6 POLI.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-6-poli.jpg","72","CONNETTORE SCHEDA 6 POLI","NULL","name-exact","high"
"CONNETTORE SCHEDA 7 POLI.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-7-poli.jpg","71","CONNETTORE SCHEDA 7 POLI","NULL","name-exact","high"
"duepi.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/duepi.jpeg","","","","unmatched","none"
"GOPR0027.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/gopr0027.jpg","","","","unmatched","none"
"GOPR0028.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/gopr0028.jpg","","","","unmatched","none"
"GOPR0087.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/gopr0087.jpg","","","","unmatched","none"
"GOPR0156.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/gopr0156.jpg","","","","unmatched","none"
"L023-8 SILENCE-TREVISI-FUTURA 1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/l023-8-silence-trevisi-futura-1.jpg","","","","unmatched","none"
"L023-8 SILENCE-TREVISI-FUTURA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/l023-8-silence-trevisi-futura.jpg","","","","unmatched","none"
"N100-1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/n100-1.jpg","","","","unmatched","none"
"N100-2-150x150.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/n100-2-150x150.jpg","","","","unmatched","none"
"N100-3.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/n100-3.jpg","","","","unmatched","none"
"Scheda Caricatore Serbatoio Pellet.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-caricatore-serbatoio-pellet.jpg","","","","unmatched","none"
"SCHEDA ELETTRONICA CEZA 2.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-ceza-2.jpg","38","SCHEDA ELETTRONICA DUEPI","NULL","name-partial","low"
"SCHEDA ELETTRONICA CEZA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-ceza.jpg","38","SCHEDA ELETTRONICA DUEPI","NULL","name-partial","low"
"SCHEDA ELETTRONICA DUEPI.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-duepi.jpg","38","SCHEDA ELETTRONICA DUEPI","NULL","name-exact","high"
"SCHEDA ELETTRONICA I023-5T.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-i023-5t.jpeg","35","SCHEDA ELETTRONICA MICRONOVA I023","NULL","name-partial","medium"
"SCHEDA ELETTRONICA MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-micronova.jpg","35","SCHEDA ELETTRONICA MICRONOVA I023","NULL","name-partial","medium"
"SCHEDA ELETTRONICA N100 MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-n100-micronova.jpg","37","SCHEDA ELETTRONICA N100 MICRONOVA","NULL","name-exact","high"
"SCHEDA ELETTRONICA TIEMME SY8P-H01.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-tiemme-sy8p-h01.jpg","76","SCHEDA ELETTRONICA TIEMME SY8P-H01 ","NULL","name-exact","high"
"SCHEDA EV - PRO.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-ev-pro.jpg","","","","unmatched","none"
"SCHEDA MICRONOVA UO47.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-micronova-uo47.jpg","35","SCHEDA ELETTRONICA MICRONOVA I023","NULL","name-partial","low"
"schema scheda Tiemme.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/schema-scheda-tiemme.png","","","","unmatched","none"
"SENSORE DEBIMETRO CON CAVO CEZA (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-debimetro-con-cavo-ceza-2.jpg","78","SENSORE DEBIMETRO CON CAVO CEZA","NULL","name-exact","high"
"SENSORE DEBIMETRO CON CAVO CEZA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-debimetro-con-cavo-ceza.jpg","78","SENSORE DEBIMETRO CON CAVO CEZA","NULL","name-exact","high"
"SENSORE DEBIMETRO MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-debimetro-micronova.jpg","52","SENSORE DEBIMETRO MICRONOVA","NULL","name-exact","high"
"SENSORE LIVELLO PELLET MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-livello-pellet-micronova.jpg","52","SENSORE DEBIMETRO MICRONOVA","NULL","name-partial","low"
"SENSORE LIVELLO PELLET SYRION.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-livello-pellet-syrion.jpg","","","","unmatched","none"
"WhatsApp Image 2019-05-29 at 09.29.38.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/whatsapp-image-2019-05-29-at-09-29-38.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-29 at 09.29.53.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/whatsapp-image-2019-05-29-at-09-29-53.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-30 at 09.39.33 (2).jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/whatsapp-image-2019-05-30-at-09-39-33-2.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-30 at 09.39.46 (2).jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/whatsapp-image-2019-05-30-at-09-39-46-2.jpeg","","","","unmatched","none"
"WhatsApp Image 2022-10-11 at 16.36.53 (1).jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/whatsapp-image-2022-10-11-at-16-36-53-1.jpeg","","","","unmatched","none"
"WhatsApp Image 2022-10-25 at 11.37.07.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/whatsapp-image-2022-10-25-at-11-37-07.jpeg","","","","unmatched","none"
"GOPR0052.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/gopr0052.jpg","","","","unmatched","none"
"ll55336 cavo da 1m con connettori per debimetro.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/ll55336-cavo-da-1m-con-connettori-per-debimetro.jpg","","","","unmatched","none"
"PRESSOSTATO  DEPRESSORE 0,4 mbar.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/pressostato-depressore-0-4-mbar.jpg","44","PRESSOSTATO / DEPRESSORE 0,4 mbar","NULL","name-exact","high"
"PRESSOSTATO  DEPRESSORE 0,6 mbar.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/pressostato-depressore-0-6-mbar.jpg","45","PRESSOSTATO / DEPRESSORE 0,6 mbar","NULL","name-exact","high"
"SONDA TEMPERATURA AMBIENTE NTC 10K MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/sonda-temperatura-ambiente-ntc-10k-micronova.jpg","46","SONDA TEMPERATURA AMBIENTE NTC 10K MICRONOVA","NULL","name-exact","high"
"SONDA TEMPERATURA FUMI MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/sonda-temperatura-fumi-micronova.jpg","47","SONDA TEMPERATURA FUMI MICRONOVA","NULL","name-exact","high"
"SUPPORTO DEPRESSORE.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/supporto-depressore.jpg","67","SUPPORTO DEPRESSORE","NULL","name-exact","high"
"TERMOSTATO DI SICUREZZA A RIARMO MANUALE 100°.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/termostato-di-sicurezza-a-riarmo-manuale-100.jpg","69","TERMOSTATO DI SICUREZZA A RIARMO MANUALE 100°","NULL","name-exact","high"
"TERMOSTATO DI SICUREZZA A RIARMO MANUALE 80°.1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/termostato-di-sicurezza-a-riarmo-manuale-80-1.jpg","68","TERMOSTATO DI SICUREZZA A RIARMO MANUALE 80°","NULL","name-partial","medium"
"TERMOSTATO DI SICUREZZA A RIARMO MANUALE 80°.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/termostato-di-sicurezza-a-riarmo-manuale-80.jpg","68","TERMOSTATO DI SICUREZZA A RIARMO MANUALE 80°","NULL","name-exact","high"
"WhatsApp Image 2017-09-08 at 18.15.52.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/whatsapp-image-2017-09-08-at-18-15-52.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-09-08 at 18.15.53.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/sonde-depressori-termostati/whatsapp-image-2017-09-08-at-18-15-53.jpeg","","","","unmatched","none"
"stufa-a-pellet-11kw-sara (1).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara-1.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"stufa-a-pellet-11kw-sara (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara-2.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"stufa-a-pellet-11kw-sara (3).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara-3.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"stufa-a-pellet-11kw-sara (4).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara-4.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"stufa-a-pellet-11kw-sara (5).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara-5.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"stufa-a-pellet-11kw-sara (6).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara-6.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"stufa-a-pellet-11kw-sara.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/stufe-a-pellet/stufa-a-pellet-11kw-sara.jpg","101","STUFA A PELLET PUNTOFUOCO 13,5 KW MARY","NULL","name-partial","low"
"1b098dd1-9e34-49df-9216-2cd4e05618f3.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/1b098dd1-9e34-49df-9216-2cd4e05618f3.jpg","","","","unmatched","none"
"1b3e402b-bd17-4cac-b580-ed6bf6769a17.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/1b3e402b-bd17-4cac-b580-ed6bf6769a17.jpg","","","","unmatched","none"
"30389361-baee-44c5-811f-a4c4a3e3369d.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/30389361-baee-44c5-811f-a4c4a3e3369d.jpg","","","","unmatched","none"
"9510032400.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/9510032400.jpeg","","","","unmatched","none"
"9510032500.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/9510032500.jpeg","","","","unmatched","none"
"9510044100.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/9510044100.jpg","","","","unmatched","none"
"951046400.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/951046400.jpg","","","","unmatched","none"
"951047600.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/951047600.jpg","","","","unmatched","none"
"951047700.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/951047700.jpg","","","","unmatched","none"
"c95636b4-a8bc-44be-9ba5-3eaf326cf603.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/c95636b4-a8bc-44be-9ba5-3eaf326cf603.jpg","","","","unmatched","none"
"download (1).jpe","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/download-1.jpe","","","","unmatched","none"
"download (1).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/download-1.jpg","","","","unmatched","none"
"download.jpe","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/download.jpe","","","","unmatched","none"
"f604696e-dc00-4800-91ea-87786a124214.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/f604696e-dc00-4800-91ea-87786a124214.jpg","","","","unmatched","none"
"GOPR0055.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/gopr0055.jpg","","","","unmatched","none"
"GOPR0058.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/gopr0058.jpg","","","","unmatched","none"
"GOPR0195.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/gopr0195.jpg","","","","unmatched","none"
"GOPR0211.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/gopr0211.jpg","","","","unmatched","none"
"Tangenziale 27cm.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/tangenziale-27cm.jpg","","","","unmatched","none"
"Tangenziale 30cm.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/tangenziale-30cm.jpg","","","","unmatched","none"
"VENTILATORE ARIA CENTRIFUGO PER STUFA A PELLET (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-centrifugo-per-stufa-a-pellet-2.jpg","17","VENTILATORE ARIA CENTRIFUGO PER STUFA A PELLET","NULL","name-exact","high"
"VENTILATORE ARIA CENTRIFUGO PER STUFA A PELLET con misure.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-centrifugo-per-stufa-a-pellet-con-misure.jpg","17","VENTILATORE ARIA CENTRIFUGO PER STUFA A PELLET","NULL","name-partial","medium"
"VENTILATORE ARIA CENTRIFUGO PER STUFA A PELLET.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-centrifugo-per-stufa-a-pellet.jpg","17","VENTILATORE ARIA CENTRIFUGO PER STUFA A PELLET","NULL","name-exact","high"
"VENTILATORE ARIA CENTRIFUGO RLH1200038-3038LH (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-centrifugo-rlh1200038-3038lh-2.jpg","54","VENTILATORE ARIA CENTRIFUGO RLH120/0038-3038LH","NULL","name-partial","low"
"VENTILATORE ARIA CENTRIFUGO RLH1200038-3038LH.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-centrifugo-rlh1200038-3038lh.jpg","54","VENTILATORE ARIA CENTRIFUGO RLH120/0038-3038LH","NULL","name-partial","low"
"VENTILATORE ARIA STUFE SLIM.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-stufe-slim.jpg","22","VENTILATORE ARIA STUFE SLIM","NULL","name-exact","high"
"VENTILATORE CENTRIFUGO EVAGOLD30CO0001 (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-centrifugo-evagold30co0001-2.jpg","53","VENTILATORE CENTRIFUGO NATALINI EVAGOLD30CO0001","NULL","name-partial","medium"
"VENTILATORE CENTRIFUGO EVAGOLD30CO0001.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-centrifugo-evagold30co0001.jpg","53","VENTILATORE CENTRIFUGO NATALINI EVAGOLD30CO0001","NULL","name-partial","medium"
"VENTILATORE TANGENZIALE (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-2.jpg","18","VENTILATORE TANGENZIALE GRANDE DX","NULL","name-partial","low"
"VENTILATORE TANGENZIALE GRANDE DX (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-grande-dx-2.jpg","18","VENTILATORE TANGENZIALE GRANDE DX","NULL","name-exact","high"
"VENTILATORE TANGENZIALE GRANDE DX.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-grande-dx.jpg","18","VENTILATORE TANGENZIALE GRANDE DX","NULL","name-exact","high"
"VENTILATORE TANGENZIALE GRANDE SX (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-grande-sx-2.jpg","64","VENTILATORE TANGENZIALE GRANDE SX","NULL","name-exact","high"
"VENTILATORE TANGENZIALE GRANDE SX.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-grande-sx.jpg","64","VENTILATORE TANGENZIALE GRANDE SX","NULL","name-exact","high"
"VENTILATORE TANGENZIALE PICCOLO (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-piccolo-2.jpg","19","VENTILATORE TANGENZIALE PICCOLO","NULL","name-exact","high"
"VENTILATORE TANGENZIALE PICCOLO.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale-piccolo.jpg","19","VENTILATORE TANGENZIALE PICCOLO","NULL","name-exact","high"
"VENTILATORE TANGENZIALE.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-tangenziale.jpg","18","VENTILATORE TANGENZIALE GRANDE DX","NULL","name-partial","low"
"ventilatore-aria-stufe-slim.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/ventilatore-aria-stufe-slim.jpg","22","VENTILATORE ARIA STUFE SLIM","NULL","name-exact","high"
"WhatsApp Image 2019-05-30 at 09.37.55.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2019-05-30-at-09-37-55.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-30 at 09.37.55333.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2019-05-30-at-09-37-55333.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-30 at 09.38.06.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2019-05-30-at-09-38-06.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-30 at 09.38.15.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2019-05-30-at-09-38-15.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-30 at 09.38.23.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2019-05-30-at-09-38-23.jpeg","","","","unmatched","none"
"WhatsApp Image 2023-10-10 at 16.55.54 (1).jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2023-10-10-at-16-55-54-1.jpeg","","","","unmatched","none"
"WhatsApp Image 2023-10-10 at 16.55.54.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-aria/whatsapp-image-2023-10-10-at-16-55-54.jpeg","","","","unmatched","none"
"20180329_111822.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/20180329-111822.jpg","","","","unmatched","none"
"20180329_111825.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/20180329-111825.jpg","","","","unmatched","none"
"20180329_111847.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/20180329-111847.jpg","","","","unmatched","none"
"20230905_173330.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/20230905-173330.jpg","","","","unmatched","none"
"20230905_173357.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/20230905-173357.jpg","","","","unmatched","none"
"20230905_173455.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/20230905-173455.jpg","","","","unmatched","none"
"2e3b3b8f-1240-4234-985e-e86976356097 - Copia.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/2e3b3b8f-1240-4234-985e-e86976356097-copia.jpg","","","","unmatched","none"
"2e3b3b8f-1240-4234-985e-e86976356097.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/2e3b3b8f-1240-4234-985e-e86976356097.jpg","","","","unmatched","none"
"3258845f-28f0-41ed-9ee4-ccbeb4986adc.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/3258845f-28f0-41ed-9ee4-ccbeb4986adc.jpg","","","","unmatched","none"
"951002911-1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/951002911-1.jpg","","","","unmatched","none"
"951002911.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/951002911.jpg","","","","unmatched","none"
"9510044000.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/9510044000.jpg","","","","unmatched","none"
"951089900.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/951089900.jpg","","","","unmatched","none"
"BLH2A150201.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/blh2a150201.jpg","","","","unmatched","none"
"Foto.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/foto.png","","","","unmatched","none"
"Foto1.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/foto1.png","","","","unmatched","none"
"Foto2.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/foto2.png","","","","unmatched","none"
"GOPR0040 (2).JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/gopr0040-2.jpg","","","","unmatched","none"
"GOPR0043 (2).JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/gopr0043-2.jpg","","","","unmatched","none"
"GOPR0059.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/gopr0059.jpg","","","","unmatched","none"
"GOPR0094.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/gopr0094.jpg","","","","unmatched","none"
"GOPR0206.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/gopr0206.jpg","","","","unmatched","none"
"GOPR0209.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/gopr0209.jpg","","","","unmatched","none"
"IMG_1138.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/img-1138.jpg","","","","unmatched","none"
"IMG_1140.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/img-1140.jpg","","","","unmatched","none"
"IMG_20160928_170844.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/img-20160928-170844.jpg","","","","unmatched","none"
"IMG_20160928_170927.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/img-20160928-170927.jpg","","","","unmatched","none"
"IMG_20160928_170939.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/img-20160928-170939.jpg","","","","unmatched","none"
"VENTILATORE FUMI CON ENCODER E CHIOCCIOLA (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/ventilatore-fumi-con-encoder-e-chiocciola-2.jpg","55","VENTILATORE FUMI CON ENCODER E CHIOCCIOLA ","NULL","name-exact","high"
"VENTILATORE FUMI CON ENCODER E CHIOCCIOLA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/ventilatore-fumi-con-encoder-e-chiocciola.jpg","55","VENTILATORE FUMI CON ENCODER E CHIOCCIOLA ","NULL","name-exact","high"
"VENTILATORE FUMI EBM SENZA ENCODER (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/ventilatore-fumi-ebm-senza-encoder-2.jpg","15","VENTILATORE FUMI CON ENCODER","NULL","name-partial","low"
"VENTILATORE FUMI EBM SENZA ENCODER.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/ventilatore-fumi-ebm-senza-encoder.jpg","15","VENTILATORE FUMI CON ENCODER","NULL","name-partial","low"
"VENTILATORE FUMI EBMPAPST CON ENCODER (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/ventilatori-fumi/ventilatore-fumi-ebmpapst-con-encoder-2.jpg","16","VENTILATORE FUMI EBMPAPST CON ENCODER","NULL","name-exact","high"
